*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.3.6
*Date=16:43:29
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;;33.3149;-103.774;0;Bottom;TXT12
2;;;89.3627;-39.7877;0;Bottom;Via4
3;;;49.3268;-91.2546;0;Bottom;Copper Fill4
4;;DIP (Dual Inline) [THT];74.7296;-82.3327;180;Bottom;IC1
5;;;40.4241;-55.8724;0;Bottom;Copper Fill138
6;;;76.4286;-89.9973;0;Bottom;Copper Fill365
7;;;41.4528;-69.6773;0;Bottom;Copper Fill425
8;;;40.5384;-86.1873;0;Bottom;Copper Fill314
9;;;18.7833;-64.0766;0;Bottom;Copper Fill113
10;;TO220 [THT];29.0096;-133.387;0;Bottom;Q4
11;;THT;10.2418;-79.3857;180;Bottom;AUX
12;;;53.9242;-123.017;0;Bottom;Copper Fill95
13;;;30.7848;-98.8873;0;Bottom;Copper Fill62
14;;;89.2937;-40.353;0;Bottom;Copper Fill35
15;;;52.2224;-77.2973;0;Bottom;Copper Fill127
16;;;75.5142;-123.017;0;Bottom;Copper Fill357
17;;;94.5388;-110.317;0;Bottom;Copper Fill403
18;;;46.7868;-91.2546;0;Bottom;Copper Fill3
19;;;4.87971;-133.133;0;Bottom;Hole4
20;;;65.8241;-27.6276;0;Bottom;Copper Fill169
21;;;91.313;-53.1038;0;Bottom;Copper Fill267
22;;;57.3786;-27.7673;0;Bottom;Copper Fill411
23;;;65.024;-28.4277;0;Bottom;Copper Fill419
24;;;71.374;-100.157;0;Bottom;Copper Fill300
25;;;65.4304;-63.9877;0;Bottom;Copper Fill134
26;;;96.2533;-123.868;0;Bottom;Copper Fill83
27;100k;THT;86.1596;-78.5227;180;Bottom;R37
28;1k;THT;50.6278;-84.8727;90;Bottom;R58
29;;;82.9437;-103.497;0;Bottom;Copper Fill426
30;;THT;55.7078;-59.4727;90;Bottom;J87
31;;;95.0468;-68.3692;0;Bottom;Copper Fill17
32;;THT;53.1678;-101.383;180;Bottom;JP1
33;;;84.9122;-76.0654;0;Bottom;Copper Fill232
34;;300 mil [THT];42.9796;-129.348;90;Bottom;D8
35;;;69.215;-71.3918;0;Bottom;Copper Fill252
36;;;2.59831;-81.2979;0;Bottom;TXT4
37;;DIP (Dual Inline) [THT];74.7578;-70.9027;180;Bottom;IC2
38;;;30.0736;-19.0678;0;Bottom;Copper Fill292
39;4.7nF;100 mil [THT, multilayer];27.7396;-40.4227;90;Bottom;C23
40;;;49.0474;-127.145;0;Bottom;Copper Fill213
41;;THT;93.7796;-37.8827;90;Bottom;JP2
42;;;49.3268;-91.2546;0;Bottom;Copper Fill228
43;;THT;83.6478;-49.3127;90;Bottom;J12
44;;THT;55.7078;-56.9327;90;Bottom;J71
45;;;2.15138;-120.433;0;Bottom;TXT4
46;;;70.612;-98.646;0;Bottom;Copper Fill235
47;;;2.15138;-115.447;0;Bottom;TXT4
48;;;70.9041;-100.653;0;Bottom;Copper Fill297
49;;;9.9822;-111.549;0;Bottom;Copper Fill216
50;;;31.8262;-81.1073;0;Bottom;Copper Fill151
51;;;29.0377;-87.4127;0;Bottom;Via16
52;160;THT;36.6578;-62.0127;-90;Bottom;R31
53;;;84.6582;-24.0716;0;Bottom;Copper Fill289
54;;TO220 [THT];22.6596;-85.8887;180;Bottom;Q5
55;;;77.5716;-83.6473;0;Bottom;Copper Fill364
56;;;22.225;-22.6873;0;Bottom;Copper Fill161
57;;THT;63.3278;-49.3127;90;Bottom;J20
58;;;2.38293;-97.3846;0;Bottom;TXT4
59;;;49.9872;-69.0804;0;Bottom;Copper Fill26
60;;;30.1117;-99.5604;0;Bottom;Copper Fill59
61;;THT;60.7878;-56.9327;90;Bottom;J60
62;;;96.2533;-132.86;0;Bottom;Copper Fill343
63;;3 mm [THT];20.6986;-44.2329;-90;Bottom;LED8
64;;THT;63.3278;-59.4727;90;Bottom;J82
65;;;95.0468;-50.5892;0;Bottom;Copper Fill24
66;;;91.2679;-54.1105;0;Bottom;TXT8
67;;;90.1192;-21.2522;0;Bottom;Copper Fill286
68;;;88.7476;-46.6776;0;Bottom;Copper Fill271
69;;;75.6158;-131.907;0;Bottom;Copper Fill98
70;;;67.0941;-33.9776;0;Bottom;Copper Fill395
71;;THT;53.1678;-59.4727;90;Bottom;J74
72;1k;THT;69.6496;-117.893;-90;Bottom;R13
73;;;29.4386;-98.8873;0;Bottom;Copper Fill61
74;;;83.5152;-128.593;0;Bottom;Copper Fill211
75;;;29.4386;-32.8473;0;Bottom;Copper Fill79
76;;3 mm [THT];20.6986;-56.9329;-90;Bottom;LED6
77;;;58.8137;-16.1976;0;Bottom;Copper Fill140
78;;;41.6375;-0.864567;0;Bottom;TXT4
79;;;95.0468;-65.8292;0;Bottom;Copper Fill256
80;;;58.1533;-26.9926;0;Bottom;Copper Fill197
81;;;95.0468;-91.2292;0;Bottom;Copper Fill233
82;;;67.564;-66.4267;0;Bottom;TXT5
83;;;66.5988;-28.4277;0;Bottom;Copper Fill171
84;;TO220 [THT];72.1896;-133.387;0;Bottom;Q3
85;;;89.4334;-102.697;0;Bottom;Copper Fill174
