*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.3.4
*Date=21:02:23
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;;46.9303;-0.970304;0;Bottom;TXT4
2;;;88.6333;-103.497;0;Bottom;Copper Fill148
3;;;45.4533;-28.5674;0;Bottom;Copper Fill376
4;1µF;200 mil [THT, multilayer];9.95962;-37.8827;90;Bottom;C20
5;;;70.9041;-99.6874;0;Bottom;Copper Fill43
6;;;77.6224;-72.2173;0;Bottom;Copper Fill65
7;100k;THT;45.5196;-84.8727;90;Bottom;R48
8;;;42.164;-59.5173;0;Bottom;Copper Fill274
9;;THT;50.6278;-51.8527;90;Bottom;J41
10;;;82.0115;-0.914567;0;Bottom;TXT4
11;;THT;60.7878;-54.3927;90;Bottom;J44
12;;;2.6933;-88.0007;-90;Bottom;TXT4
13;;;70.9041;-99.6874;0;Bottom;Copper Fill257
14;;;95.0468;-78.5292;0;Bottom;Copper Fill17
15;;;95.0468;-70.9092;0;Bottom;Copper Fill228
16;1k;THT;55.6796;-84.8727;90;Bottom;R57
17;;TO220 [THT];29.0096;-133.387;0;Bottom;Q4
18;;;73.8124;-123.017;0;Bottom;Copper Fill89
19;;;61.9942;-14.3584;0;Bottom;TXT4
20;;;9.9441;-41.2674;0;Bottom;Copper Fill152
21;100k;THT;74.7296;-117.893;-90;Bottom;R14
22;;;67.0941;-33.9776;0;Bottom;Copper Fill345
23;;;80.7974;-35.3492;0;Bottom;Copper Fill248
24;;;72.1741;-9.873;0;Bottom;Copper Fill283
25;;;86.8229;-61.3777;0;Bottom;TXT8
26;;;71.5782;-0.958547;0;Bottom;TXT4
27;;;79.1337;-117.163;0;Bottom;Copper Fill361
28;;;95.0468;-88.6892;0;Bottom;Copper Fill217
29;;THT;55.7078;-59.4727;90;Bottom;J87
30;;;51.8668;-91.28;0;Bottom;Copper Fill8
31;;;41.6375;-0.864567;0;Bottom;TXT4
32;1k;THT;26.4696;-117.893;-90;Bottom;R19
