*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.3.7
*Date=08:15:04
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;;76.7888;-14.3581;0;Bottom;TXT4
2;;;65.8241;-27.6784;0;Bottom;Copper Fill247
3;1k;THT;86.1596;-86.1427;180;Bottom;R24
4;;;77.2922;-58.1838;0;Bottom;Copper Fill48
5;;;28.4226;-41.7373;0;Bottom;Copper Fill145
6;;;18.0848;-63.3273;0;Bottom;Copper Fill195
7;;;53.0733;-132.809;0;Bottom;Copper Fill507
8;;;32.5628;-91.6102;0;Bottom;Copper Fill303
9;;;9.9441;-39.7434;0;Bottom;Copper Fill579
10;;THT;60.7878;-54.3927;90;Bottom;J44
11;;;72.3392;-105.847;0;Bottom;Copper Fill487
12;;;62.0522;-43.3756;0;Bottom;Copper Fill440
13;;;90.3732;-78.5673;0;Bottom;Copper Fill204
14;;;30.0228;-91.661;0;Bottom;Copper Fill11
15;;;49.3522;-55.6438;0;Bottom;Copper Fill363
16;;;88.7277;-68.3627;0;Bottom;Via8
17;;THT;53.1678;-49.3127;90;Bottom;J24
18;;;67.0941;-34.0284;0;Bottom;Copper Fill557
19;;;96.2533;-132.809;0;Bottom;Copper Fill504
20;1k;THT;83.0128;-22.6427;90;Bottom;R39
21;;;30.2133;-33.5966;0;Bottom;Copper Fill158
22;;;97.9932;-35.3873;0;Bottom;Copper Fill117
23;;;15.748;-40.4673;0;Bottom;Copper Fill550
24;;;43.5737;-50.7416;0;Bottom;Copper Fill498
25;;;18.7833;-51.3258;0;Bottom;Copper Fill198
26;;;95.0468;-75.9892;0;Bottom;Copper Fill326
27;;;78.4098;-117.937;0;Bottom;Copper Fill232
28;;;31.4833;-123.817;0;Bottom;Copper Fill185
29;;;79.8322;-50.5638;0;Bottom;Copper Fill412
30;;;77.2922;-58.1838;0;Bottom;Copper Fill355
31;1k;THT;91.2396;-117.893;-90;Bottom;R10
32;;;56.9722;-48.3286;0;Bottom;Copper Fill420
33;;THT;64.7248;-7.65671;90;Bottom;J1
34;;;49.9872;-69.0804;0;Bottom;Copper Fill107
35;;;64.2112;-95.2678;0;Bottom;Copper Fill2
36;;;20.0533;-82.009;0;Bottom;Copper Fill151
37;;;45.4533;-28.5166;0;Bottom;Copper Fill571
38;;;48.641;-82.2884;0;Bottom;Copper Fill319
39;;;49.3268;-91.28;0;Bottom;Copper Fill14
40;;;2.15138;-110.461;0;Bottom;TXT4
41;0.22µF;200 mil [THT, multilayer];67.1378;-37.2477;-90;Bottom;C6
42;;;95.0468;-73.4492;0;Bottom;Copper Fill328
43;;;86.9935;-14.4818;0;Bottom;TXT4
44;;THT;65.8678;-59.4727;90;Bottom;J78
45;;;94.488;-110.317;0;Bottom;Copper Fill265
46;;THT;55.7078;-59.4727;90;Bottom;J87
47;;;54.4322;-53.1038;0;Bottom;Copper Fill73
48;0.22µF;200 mil [THT, multilayer];30.2796;-35.3427;-90;Bottom;C2
49;;;57.0738;-43.3756;0;Bottom;Copper Fill438
50;;THT;88.7278;-54.3927;90;Bottom;J47
51;;THT;86.1878;-59.4727;90;Bottom;J86
52;;;49.0474;-127.018;0;Bottom;Copper Fill286
53;;;37.3126;-27.7673;0;Bottom;Copper Fill239
54;;;88.6841;-84.4982;0;Bottom;Copper Fill119
55;;;77.6224;-83.6473;0;Bottom;Copper Fill525
56;;;61.6204;-105.186;0;Bottom;Copper Fill269
57;;;93.7641;-111.067;0;Bottom;Copper Fill262
58;;300 mil [THT];60.7878;-101.357;-90;Bottom;D5
59;160;THT;36.6578;-62.0127;-90;Bottom;R31
60;;;74.6633;-132.809;0;Bottom;Copper Fill513
61;;;28.9941;-87.0382;0;Bottom;Copper Fill484
62;;;41.5036;-69.6773;0;Bottom;Copper Fill585
63;;;95.0468;-94.0232;0;Bottom;Copper Fill5
64;;;36.3789;-14.2819;0;Bottom;TXT4
65;;;51.7975;-0.864567;0;Bottom;TXT4
66;;;70.5866;-43.1978;0;Bottom;Copper Fill446
67;;;65.0748;-28.4277;0;Bottom;Copper Fill248
68;;;56.9722;-55.6438;0;Bottom;Copper Fill57
69;;;94.488;-110.317;0;Bottom;Copper Fill564
