*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.3.5
*Date=21:12:30
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;THT;88.7278;-51.8527;90;Bottom;J26
2;;;53.9242;-77.2973;0;Bottom;Copper Fill132
3;5V;TO220 [THT];95.3036;-102.653;90;Bottom;U1
4;;;18.7833;-56.2534;0;Bottom;Copper Fill115
5;;;29.4386;-98.8873;0;Bottom;Copper Fill65
6;;THT;81.1078;-49.3127;90;Bottom;J13
7;;;31.8262;-81.1073;0;Bottom;Copper Fill384
8;;;44.3738;-50.0177;0;Bottom;Copper Fill71
9;;;36.6141;-9.873;0;Bottom;Copper Fill199
10;;;32.4358;-131.907;0;Bottom;Copper Fill108
11;;;26.1493;-93.4136;0;Bottom;Copper Fill291
12;;;91.3337;-35.766;0;Bottom;TXT4
13;;;41.0337;-85.7174;0;Bottom;Copper Fill52
14;;THT;53.1678;-56.9327;90;Bottom;J58
15;;;97.6177;-35.3427;0;Bottom;Via11
16;;THT;70.9478;-54.3927;90;Bottom;J53
17;;;90.3224;-78.5673;0;Bottom;Copper Fill127
18;;;95.0468;-60.7492;0;Bottom;Copper Fill258
19;;TO220 [THT];50.5996;-133.387;0;Bottom;Q2
20;;;54.1274;-70.5028;0;Bottom;Copper Fill253
21;;THT;70.9478;-49.3127;90;Bottom;J17
22;680;THT;22.0528;-68.3627;0;Bottom;R28
23;;THT;91.2396;-23.9127;0;Bottom;JP4
24;;DIP (Dual Inline) [THT];74.7578;-70.9027;180;Bottom;IC2
25;;;2.59831;-81.2979;0;Bottom;TXT4
26;;;14.8082;-57.3456;0;Bottom;Copper Fill259
27;;;15.0241;-39.6926;0;Bottom;Copper Fill157
28;;;53.9242;-123.017;0;Bottom;Copper Fill99
29;;;72.1741;-9.873;0;Bottom;Copper Fill85
30;;;2.15138;-55.5168;0;Bottom;TXT4
31;;;63.8937;-17.1374;0;Bottom;Copper Fill310
32;;;97.1042;-49.3573;0;Bottom;Copper Fill59
33;;;52.2224;-41.75;0;Bottom;Copper Fill275
34;;3 mm [THT];20.6986;-44.2329;-90;Bottom;LED8
35;;;96.2533;-132.86;0;Bottom;Copper Fill342
36;;;2.52775;-75.8416;0;Bottom;TXT4
37;;THT;58.2478;-49.3127;90;Bottom;J22
38;;;96.448;-35.9101;0;Bottom;TXT4
39;;DIP (Dual Inline) [THT];82.3496;-35.3427;-90;Bottom;IC3
40;;;67.8688;-34.7777;0;Bottom;Copper Fill394
41;;;2.38265;-102.559;0;Bottom;TXT4
42;;;88.6841;-67.9374;0;Bottom;Copper Fill33
43;1µF;200 mil [THT, multilayer];74.1228;-63.2827;180;Bottom;C12
44;;;31.4833;-122.192;0;Bottom;Copper Fill110
45;;;39.9034;-103.624;0;Bottom;Copper Fill217
46;;THT;63.3278;-51.8527;90;Bottom;J39
47;;;18.034;-44.2773;0;Bottom;Copper Fill81
48;;THT;76.0278;-56.9327;90;Bottom;J67
49;;THT;63.3278;-49.3127;90;Bottom;J20
50;;;86.2076;-46.6776;0;Bottom;Copper Fill269
51;;;17.9749;-97.2435;0;Bottom;TXT4
52;;;82.9437;-101.923;0;Bottom;Copper Fill202
53;;;88.7222;-38.4226;0;Bottom;Copper Fill282
54;;300 mil [THT];30.3078;-25.1573;-90;Bottom;D2
55;;;55.6641;-32.4282;0;Bottom;Copper Fill135
56;;;18.034;-44.2773;0;Bottom;Copper Fill333
57;;;88.1888;-68.4073;0;Bottom;Copper Fill298
58;;;37.3634;-27.7673;0;Bottom;Copper Fill163
59;;;97.0788;-35.3873;0;Bottom;Copper Fill38
60;;;78.359;-117.937;0;Bottom;Copper Fill154
61;;;48.3092;-101.384;0;Bottom;TXT2
62;;;66.5988;-28.4277;0;Bottom;Copper Fill418
63;;;75.819;-63.3273;0;Bottom;Copper Fill120
64;;;56.9341;-7.587;0;Bottom;Copper Fill147
65;;;77.3938;-63.3273;0;Bottom;Copper Fill121
66;;300 mil [THT];86.1596;-129.348;90;Bottom;D6
67;;;83.5533;-38.3718;0;Bottom;Copper Fill128
68;;300 mil [THT];77.3232;-18.8327;180;Bottom;D3
69;;;66.7987;-101.366;0;Bottom;TXT4
70;;;95.0468;-55.6692;0;Bottom;Copper Fill22
71;;;45.4533;-28.5674;0;Bottom;Copper Fill195
72;;;97.2058;-131.907;0;Bottom;Copper Fill344
73;;3 mm [THT];20.6986;-50.5829;-90;Bottom;LED7
74;1k;THT;48.0596;-84.8727;90;Bottom;R50
75;;THT;50.6278;-51.8527;90;Bottom;J41
76;680;THT;64.5696;-117.893;-90;Bottom;R12
77;;;31.4833;-123.868;0;Bottom;Copper Fill360
78;;;53.0733;-132.86;0;Bottom;Copper Fill345
79;100k;THT;31.5496;-117.893;-90;Bottom;R20
80;100k;THT;86.1596;-78.5227;180;Bottom;R37
81;;;49.3268;-91.2546;0;Bottom;Copper Fill4
82;;;49.784;-81.7677;0;Bottom;Copper Fill57
83;;THT;63.3278;-56.9327;90;Bottom;J66
84;;;11.1633;-96.36;0;Bottom;Copper Fill72
85;;;18.7833;-51.3766;0;Bottom;Copper Fill122
86;;;86.3995;-46.6316;0;Bottom;TXT8
87;;THT;55.7078;-51.8527;90;Bottom;J34
88;;;56.4896;-31.5773;0;Bottom;Copper Fill378
89;;;22.225;-22.6873;0;Bottom;Copper Fill161
90;;300 mil [THT];77.3232;-25.8177;0;Bottom;D4
91;;;18.034;-50.6273;0;Bottom;Copper Fill124
92;;;88.6333;-103.497;0;Bottom;Copper Fill419
93;;;41.1988;-59.5173;0;Bottom;Copper Fill307
94;;;57.3786;-27.7673;0;Bottom;Copper Fill406
95;1k;THT;86.1596;-67.0927;180;Bottom;R29
96;;;41.6375;-0.864567;0;Bottom;TXT4
97;;;39.243;-126.129;0;Bottom;Copper Fill213
98;;THT;78.5678;-59.4727;90;Bottom;J88
99;;;2.15138;-50.4368;0;Bottom;TXT4
100;;THT;50.6278;-59.4727;90;Bottom;J81
101;;;41.0337;-86.6826;0;Bottom;Copper Fill51
102;0.1µF;200 mil [THT, multilayer];36.6296;-25.1827;90;Bottom;C1
103;;;41.0464;-100.094;0;Bottom;Copper Fill220
104;;;19.1262;-81.1073;0;Bottom;Copper Fill330
105;;;83.5533;-38.3718;0;Bottom;Copper Fill375
106;;;74.6633;-122.192;0;Bottom;Copper Fill104
107;;THT;68.4078;-54.3927;90;Bottom;J57
108;100k;THT;96.3196;-117.893;-90;Bottom;R11
109;;;70.4088;-100.157;0;Bottom;Copper Fill294
110;;;92.8624;-49.3573;0;Bottom;Copper Fill319
111;;;71.4009;-14.3641;0;Bottom;TXT4
112;;;88.7277;-68.3627;0;Bottom;Via8
113;1k;THT;26.4696;-117.893;-90;Bottom;R19
114;;;59.7916;-105.186;0;Bottom;Copper Fill403
115;;;65.8241;-27.6276;0;Bottom;Copper Fill169
116;;;18.7452;-128.593;0;Bottom;Copper Fill207
117;;;92.7862;-102.697;0;Bottom;Copper Fill148
118;;;69.215;-71.3918;0;Bottom;Copper Fill251
119;;THT;65.8678;-56.9327;90;Bottom;J62
120;;;30.7848;-98.8873;0;Bottom;Copper Fill324
121;;;87.8586;-102.697;0;Bottom;Copper Fill173
122;;;90.3224;-78.5673;0;Bottom;Copper Fill372
123;0.22µF;200 mil [THT, multilayer];67.1378;-37.2477;-90;Bottom;C6
124;;;89.2937;-40.353;0;Bottom;Copper Fill35
