*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.4.2
*Date=23:44:05
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;;90.5129;-50.7748;0;Bottom;Copper Fill654
2;;;63.8429;-93.0404;0;Bottom;Copper Fill259
3;;;75.1332;-15.9768;0;Bottom;Copper Fill140
4;;;23.3934;-14.7195;0;Bottom;Copper Fill628
5;;;68.3133;-90.3988;0;Bottom;Copper Fill252
6;;;66.3829;-42.6214;0;Bottom;Copper Fill649
7;;THT;7.3962;-24.207;0;Bottom;J48
8;;;16.2433;-44.1454;0;Bottom;Copper Fill227
9;;THT;4.8562;-19.127;0;Bottom;J62
10;;;21.3614;-54.0514;0;Bottom;Copper Fill418
11;;;95.0214;-70.5614;0;Bottom;Copper Fill29
12;;;21.4122;-56.312;0;Bottom;Copper Fill412
13;;;42.2529;-8.9156;0;Bottom;Copper Fill342
14;;300 mil [THT];30.2562;-23.5466;-90;Bottom;D17
15;;;21.463;-8.687;0;Bottom;Copper Fill172
16;;;31.5468;-20.8282;0;Bottom;Copper Fill507
17;;;21.3614;-28.6514;0;Bottom;Copper Fill107
18;;;72.644;-89.6495;0;Bottom;Copper Fill621
19;;;88.6761;-68.657;0;Bottom;Via40
20;;;30.9372;-35.0395;0;Bottom;Copper Fill290
21;;;22.5933;-83.744;0;Bottom;Copper Fill690
22;2.49k;THT;49.3062;-15.317;180;Bottom;R3
23;;;6.1214;-15.3164;0;Bottom;Copper Fill523
24;0.1µF;200 mil [THT, multilayer];64.5462;-8.33196;180;Bottom;C5
25;;;6.1214;-33.0964;0;Bottom;Copper Fill97
26;;TO220 [THT];49.9412;-55.068;180;Bottom;Q8
27;;;8.6614;-35.6364;0;Bottom;Copper Fill456
28;;;6.1214;-28.0164;0;Bottom;Copper Fill108
29;;;92.2274;-55.3468;0;Bottom;Copper Fill48
30;;;6.1214;-35.6364;0;Bottom;Copper Fill455
31;;;4.2037;-67.8944;0;Bottom;Copper Fill553
32;;;51.2111;-75.007;0;Bottom;Via33
33;;;18.1911;-64.847;0;Bottom;Via35
34;;;9.4488;-49.6699;0;Bottom;Copper Fill233
35;;;41.4528;-87.7699;0;Bottom;Copper Fill637
36;1k;THT;37.2178;-85.1435;0;Bottom;R13
37;;;11.2014;-10.2364;0;Bottom;Copper Fill166
38;1k;THT;37.2178;-92.7635;0;Bottom;R10
39;;;13.7414;-7.6964;0;Bottom;Copper Fill177
40;;;21.3614;-31.1914;0;Bottom;Copper Fill473
41;;;29.6926;-46.1012;0;Bottom;Copper Fill55
42;;;79.8068;-74.1936;0;Bottom;Copper Fill24
43;;;83.7184;-40.7799;0;Bottom;Copper Fill572
44;;;4.2211;-67.387;0;Bottom;Via16
45;;;11.2014;-35.6364;0;Bottom;Copper Fill94
46;;THT;9.9362;-36.907;0;Bottom;J35
47;;;21.717;-46.4314;0;Bottom;Copper Fill432
48;;;48.9712;-78.2068;0;Bottom;Copper Fill16
49;;;14.7828;-69.9899;0;Bottom;Copper Fill352
50;;;95.0214;-57.8614;0;Bottom;Copper Fill43
51;;THT;9.9362;-16.587;0;Bottom;J34
52;;;92.8021;-22.2818;-90;Bottom;TXT4
53;;;4.2037;-67.8944;0;Bottom;Copper Fill188
54;;;62.6872;-21.0695;0;Bottom;Copper Fill675
55;;;55.6133;-19.3296;0;Bottom;Copper Fill661
56;;;60.1472;-14.7195;0;Bottom;Copper Fill338
57;;;96.8629;-20.244;0;Bottom;Copper Fill577
58;;;81.3308;-57.8614;0;Bottom;Copper Fill411
59;;;95.0214;-70.5614;0;Bottom;Copper Fill389
60;;300 mil [THT];6.1008;-95.962;0;Bottom;D11
61;;;89.0524;-65.5195;0;Bottom;Copper Fill351
62;;;82.3722;-85.8395;0;Bottom;Copper Fill301
63;;;26.8986;-52.6798;0;Bottom;Copper Fill44
64;470;THT;58.8312;-22.302;-90;Bottom;R6
65;;;42.2529;-10.3888;0;Bottom;Copper Fill705
66;;;42.9561;-41.352;0;Bottom;Via11
67;;;96.2533;-35.5094;0;Bottom;Copper Fill627
68;;;17.5133;-96.7996;0;Bottom;Copper Fill265
69;;;54.3433;-43.104;0;Bottom;Copper Fill563
70;;;92.9572;-27.4656;-90;Bottom;TXT4
71;;;43.3324;-41.3895;0;Bottom;Copper Fill562
72;;;98.5774;-52.8195;0;Bottom;Copper Fill701
73;;;79.5528;-41.3768;0;Bottom;Copper Fill440
74;;;15.9766;-33.0964;0;Bottom;Copper Fill466
75;;;52.9657;-6.11074;0;Bottom;TXT6
76;;;42.9133;-41.834;0;Bottom;Copper Fill194
77;;;85.2424;-13.9448;0;Bottom;Copper Fill157
78;;;79.0829;-21.2854;0;Bottom;Copper Fill609
79;;;86.0933;-93.3706;0;Bottom;Copper Fill668
80;;;95.0214;-68.0214;0;Bottom;Copper Fill394
81;;;34.29;-45.3138;0;Bottom;Copper Fill58
82;;;13.7414;-20.3964;0;Bottom;Copper Fill135
83;;;32.2834;-36.3984;0;Bottom;Copper Fill86
84;;;70.8649;-73.8283;0;Bottom;TXT1
85;100k;THT;37.2412;-95.962;0;Bottom;R11
86;;;91.3384;-93.4595;0;Bottom;Copper Fill298
87;;;66.3829;-38.9384;0;Bottom;Copper Fill280
88;;;39.5224;-20.4599;0;Bottom;Copper Fill704
89;;;11.2014;-15.3164;0;Bottom;Copper Fill152
90;;;38.5111;-90.8821;0;Bottom;Via23
91;;;38.4429;-90.5004;0;Bottom;Copper Fill220
92;;DIP (Dual Inline) [THT];74.0712;-55.957;180;Bottom;IC1
93;;;15.6337;-55.5754;0;Bottom;Copper Fill231
94;0.22µF;200 mil [THT, multilayer];62.0062;-23.572;-90;Bottom;C6
95;1k;THT;86.1362;-41.987;180;Bottom;R30
96;;;36.9316;-58.5599;0;Bottom;Copper Fill658
97;;;31.5261;-9.60206;0;Bottom;Via14
98;;;17.653;-21.0314;0;Bottom;Copper Fill131
99;;;8.6614;-33.0964;0;Bottom;Copper Fill98
100;;;44.958;-36.9699;0;Bottom;Copper Fill687
101;;;56.2911;-75.007;0;Bottom;Via32
102;;;42.2529;-96.7996;0;Bottom;Copper Fill263
103;;THT;4.8562;-31.827;0;Bottom;J64
104;;3 mm [THT];64.6022;-38.1768;90;Bottom;LED8
105;;;13.7414;-22.9364;0;Bottom;Copper Fill506
106;;THT;84.2312;-10.237;-90;Bottom;JP5
107;;;43.688;-94.2596;0;Bottom;Copper Fill359
108;;;21.3614;-21.0314;0;Bottom;Copper Fill508
109;;;17.653;-15.9514;0;Bottom;Copper Fill149
110;;;79.1972;-55.7024;0;Bottom;Copper Fill413
111;;;11.2014;-33.0964;0;Bottom;Copper Fill464
112;100k;THT;85.5012;-59.132;180;Bottom;R35
113;;;76.962;-42.0499;0;Bottom;Copper Fill647
114;;;22.1488;-83.2995;0;Bottom;Copper Fill329
115;;;21.3614;-23.5714;0;Bottom;Copper Fill502
116;;;88.6333;-72.7204;0;Bottom;Copper Fill617
117;;;98.1329;-52.4004;0;Bottom;Copper Fill700
118;;;3.58619;-77.547;0;Bottom;Hole8
119;;;93.7133;-35.5094;0;Bottom;Copper Fill666
120;;;13.7414;-12.7764;0;Bottom;Copper Fill533
121;;;30.226;-43.8406;0;Bottom;Copper Fill428
122;;;24.9174;-67.4499;0;Bottom;Copper Fill236
123;;;86.0933;-94.5898;0;Bottom;Copper Fill667
124;;;89.9414;-64.9988;0;Bottom;Copper Fill37
125;;;31.1658;-86.4618;0;Bottom;Copper Fill366
126;;;96.8629;-24.4604;0;Bottom;Copper Fill581
127;;;61.214;-21.0695;0;Bottom;Copper Fill674
128;;;14.6558;-63.5764;0;Bottom;Copper Fill399
129;;THT;15.0162;-19.127;0;Bottom;J16
130;;TO220 [THT];53.7512;-85.421;0;Bottom;Q3
131;2.49k;THT;36.6062;-15.952;180;Bottom;R1
132;;;86.6902;-93.9675;0;Bottom;Copper Fill323
133;;;33.4311;-37.542;0;Bottom;Via7
134;;;44.1833;-21.8188;0;Bottom;Copper Fill305
135;;;55.6133;-19.3296;0;Bottom;Copper Fill294
136;;;21.3614;-41.3514;0;Bottom;Copper Fill442
137;;;13.7414;-33.0964;0;Bottom;Copper Fill465
138;160;THT;52.4812;-41.352;-90;Bottom;R31
139;;;16.4592;-69.9899;0;Bottom;Copper Fill353
140;;;78.6384;-21.7299;0;Bottom;Copper Fill243
141;;THT;15.0162;-24.207;0;Bottom;J14
142;;;91.1733;-73.584;0;Bottom;Copper Fill240
143;;;54.0512;-78.2068;0;Bottom;Copper Fill370
144;;;11.2014;-25.4764;0;Bottom;Copper Fill117
145;;;42.4688;-41.3895;0;Bottom;Copper Fill561
146;;;37.6174;-86.7666;0;Bottom;Copper Fill360
147;;;8.6614;-12.7764;0;Bottom;Copper Fill531
148;100k;THT;22.6362;-95.962;180;Bottom;R17
149;;;50.6984;-75.0699;0;Bottom;Copper Fill238
150;;;39.5224;-20.4599;0;Bottom;Copper Fill341
151;;;9.9361;-49.607;0;Bottom;Via36
152;;;33.3629;-37.1604;0;Bottom;Copper Fill574
153;;THT;12.4762;-31.827;0;Bottom;J28
154;2.4k;THT;37.2412;-82.627;0;Bottom;R12
155;;;49.9872;-2.337;0;Bottom;Copper Fill181
156;;;74.7014;-12.8526;0;Bottom;Copper Fill156
157;;;6.1214;-25.4764;0;Bottom;Copper Fill495
158;;;38.7096;-58.5599;0;Bottom;Copper Fill659
159;;;64.5033;-73.3554;0;Bottom;Copper Fill550
