*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.4.1
*Date=10:10:06
*CreatedBy=Fritzing 0.9.2b.11.19.8d2d5970658f0bed09c661c9ea9a515b5f40f44c
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;300 mil [THT];63.9112;-88.3166;-90;Bottom;D16
2;;;1.82239;-21.3142;0;Bottom;TXT11
3;;;89.2556;-17.3738;0;Bottom;Copper Fill448
4;;;44.958;-21.0695;0;Bottom;Copper Fill570
5;;;76.9112;-42.0499;0;Bottom;Copper Fill541
6;;;64.008;-73.7999;0;Bottom;Copper Fill193
7;;;26.9494;-52.6036;0;Bottom;Copper Fill38
8;;TO220 [THT];53.7512;-91.136;0;Bottom;Q1
9;;;13.7414;-12.7764;0;Bottom;Copper Fill467
10;;;13.7414;-5.3342;0;Bottom;Copper Fill188
11;;3 mm [THT];13.7698;-83.9764;0;Bottom;LED4
12;;;6.1214;-10.2364;0;Bottom;Copper Fill470
13;;;16.6624;-95.9995;0;Bottom;Copper Fill232
14;;;21.3868;-48.9968;0;Bottom;Copper Fill370
15;;DIP (Dual Inline) [THT];74.0712;-55.957;180;Bottom;IC1
16;;;84.1629;-40.2846;0;Bottom;Copper Fill504
17;;;13.716;-69.5962;0;Bottom;Copper Fill25
18;;;42.2529;-8.8648;0;Bottom;Copper Fill295
19;;computer-peripheral-power;31.5262;-64.212;90;Bottom;J5
20;;;39.878;-42.0499;0;Bottom;Copper Fill576
21;;;64.5461;-73.737;0;Bottom;Via19
22;;;17.6022;-15.9514;0;Bottom;Copper Fill158
23;;;11.2014;-28.0164;0;Bottom;Copper Fill122
24;;;8.6614;-35.6364;0;Bottom;Copper Fill95
25;;;42.2529;-74.219;0;Bottom;Copper Fill253
26;4.7nF;200 mil [THT, multilayer];32.7962;-35.002;0;Bottom;C23
27;;;97.6376;-41.58;0;Bottom;Copper Fill56
28;;;44.1833;-20.2948;0;Bottom;Copper Fill272
29;;;1.89408;-36.5859;0;Bottom;TXT11
30;;;13.7414;-28.0164;0;Bottom;Copper Fill123
31;10k;THT;32.7962;-23.572;-90;Bottom;R54
32;;;42.2529;-97.7648;0;Bottom;Copper Fill523
33;;;95.0214;-70.5614;0;Bottom;Copper Fill340
34;;;72.7329;-38.7352;0;Bottom;Copper Fill500
35;;;8.6614;-10.2364;0;Bottom;Copper Fill471
36;;;44.2214;-36.2714;0;Bottom;Copper Fill92
37;;;89.662;-51.5495;0;Bottom;Copper Fill250
38;;;95.0214;-52.7814;0;Bottom;Copper Fill45
39;;;34.0661;-41.352;0;Bottom;Via5
40;;;11.2014;-7.6964;0;Bottom;Copper Fill477
41;;;6.1214;-28.0164;0;Bottom;Copper Fill420
42;;;93.5736;-93.4595;0;Bottom;Copper Fill266
43;;;27.7876;-49.1492;0;Bottom;Copper Fill362
44;;;48.5648;-83.363;0;Bottom;Copper Fill9
45;;;66.2432;-8.3695;0;Bottom;Copper Fill302
46;;;6.1214;-33.0964;0;Bottom;Copper Fill100
47;;;11.2014;-17.8564;0;Bottom;Copper Fill452
48;;;92.4814;-37.8462;0;Bottom;Copper Fill84
49;;;84.2311;-40.717;0;Bottom;Via8
50;;;65.7733;-54.2292;0;Bottom;Copper Fill240
51;;;36.8808;-69.3295;0;Bottom;Copper Fill581
52;;;30.988;-35.0395;0;Bottom;Copper Fill256
53;;;83.6676;-40.7799;0;Bottom;Copper Fill212
54;;;33.8582;-37.5795;0;Bottom;Copper Fill510
55;;;11.2014;-25.4764;0;Bottom;Copper Fill430
56;;;8.6614;-15.3164;0;Bottom;Copper Fill459
57;;;13.7414;-7.6964;0;Bottom;Copper Fill182
58;;;69.0946;-69.1467;-90;Bottom;TXT2
59;;;70.8649;-73.8283;0;Bottom;TXT1
60;;;63.8429;-91.2116;0;Bottom;Copper Fill222
61;;;8.6614;-17.8564;0;Bottom;Copper Fill154
62;;;64.9732;-73.7999;0;Bottom;Copper Fill194
63;0.1µF;200 mil [THT, multilayer];36.6062;-39.447;-90;Bottom;C7
64;;;31.3944;-64.6178;0;Bottom;Copper Fill331
65;;TO220 [THT];6.1262;-82.373;180;Bottom;Q4
66;;;61.8744;-82.8042;0;Bottom;Copper Fill323
67;;;8.6614;-17.8564;0;Bottom;Copper Fill451
