*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=schematic v0.4.2-smt
*Date=21:57:19
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
1;;;56.6674;-75.0699;0;Bottom;Copper Fill304
2;;;14.732;-66.1164;0;Bottom;Copper Fill402
3;;;21.717;-46.4314;0;Bottom;Copper Fill437
4;;;21.6408;-51.5114;0;Bottom;Copper Fill430
5;;;72.8011;-44.527;0;Bottom;Via28
6;;THT;15.0162;-14.047;0;Bottom;J18
7;;;42.4688;-41.3895;0;Bottom;Copper Fill203
8;;THT;15.0162;-34.367;0;Bottom;J10
9;;;13.7414;-20.3964;0;Bottom;Copper Fill521
10;;;77.8811;-7.06206;0;Bottom;Via6
11;;;12.5222;-54.0006;0;Bottom;Copper Fill65
12;;;80.4418;-78.4862;0;Bottom;Copper Fill382
13;;;8.6614;-20.3964;0;Bottom;Copper Fill131
14;;;43.942;-90.9068;0;Bottom;Copper Fill2
15;;;71.2978;-27.7116;0;Bottom;Copper Fill505
16;1µF;0805 [SMD, multilayer];67.7212;-56.982;-90;Top;C11
17;;;79.7814;-32.1312;0;Bottom;Copper Fill476
18;;;3.175;-18.9486;0;Bottom;Copper Fill517
19;;;79.8068;-74.1936;0;Bottom;Copper Fill24
20;;;69.342;-62.2048;0;Bottom;Copper Fill408
21;;;21.3614;-48.9714;0;Bottom;Copper Fill434
22;;;30.9372;-35.0395;0;Bottom;Copper Fill295
23;;;44.8564;-86.0554;0;Bottom;Copper Fill371
24;;;39.1033;-42.7738;0;Bottom;Copper Fill314
25;;;18.288;-95.9995;0;Bottom;Copper Fill276
26;;;16.0528;-78.2195;0;Bottom;Copper Fill259
27;;;6.1214;-35.6364;0;Bottom;Copper Fill461
28;;THT;7.3962;-36.907;0;Bottom;J47
29;;;59.1312;-78.2068;0;Bottom;Copper Fill378
30;;;70.8961;-47.702;0;Bottom;Via2
31;;;2.0828;-44.8312;0;Bottom;Copper Fill63
32;2.4k;THT;58.8312;-40.082;90;Bottom;R34
33;;DIP (Dual Inline) [THT];74.0712;-55.957;180;Bottom;IC1
34;;;39.8272;-42.0499;0;Bottom;Copper Fill315
35;;TO220 [THT];6.1262;-82.373;180;Bottom;Q4
36;;;56.9214;-35.5602;0;Bottom;Copper Fill460
37;;;24.4729;-67.0054;0;Bottom;Copper Fill239
38;1k;THT;22.6362;-92.787;180;Bottom;R16
39;;;23.3934;-14.7195;0;Bottom;Copper Fill659
40;;;96.4184;-19.7995;0;Bottom;Copper Fill219
41;;;89.9463;-79.4519;0;Bottom;Hole7
42;;;98.1329;-53.264;0;Bottom;Copper Fill340
43;;;14.8082;-62.3699;0;Bottom;Copper Fill330
44;;;95.0214;-78.1814;0;Bottom;Copper Fill21
45;;;80.4211;-10.2371;0;Bottom;Via24
46;;;25.5524;-29.3499;0;Bottom;Copper Fill191
47;;;21.3614;-36.2714;0;Bottom;Copper Fill459
48;;;45.72;-69.266;0;Bottom;Copper Fill397
49;;;84.8614;-32.1312;0;Bottom;Copper Fill478
50;;;63.8429;-91.2624;0;Bottom;Copper Fill707
51;;;79.1972;-55.6262;0;Bottom;Copper Fill45
52;;;34.3154;-68.0722;0;Bottom;Copper Fill398
53;;;44.958;-36.9699;0;Bottom;Copper Fill267
54;;;75.1332;-15.9768;0;Bottom;Copper Fill138
55;;;84.1629;-40.3354;0;Bottom;Copper Fill213
56;;;1.89295;-13.7648;0;Bottom;TXT11
57;1k;THT;47.4012;-71.832;90;Bottom;R57
58;;v18za2p;86.1362;-90.247;-90;Bottom;U2
59;;;13.7414;-10.2364;0;Bottom;Copper Fill166
60;;THT;4.8562;-16.587;0;Bottom;J58
61;0.22µF;200 mil [THT, multilayer];39.1462;-39.447;90;Bottom;C8
62;;;34.0233;-8.9156;0;Bottom;Copper Fill335
63;;;64.9224;-73.7999;0;Bottom;Copper Fill194
64;;;56.1086;-63.932;0;Bottom;Copper Fill429
65;;;11.2014;-20.3964;0;Bottom;Copper Fill132
66;;;88.6333;-65.964;0;Bottom;Copper Fill730
67;;;90.3732;-44.5899;0;Bottom;Copper Fill679
68;;;72.7329;-38.6844;0;Bottom;Copper Fill209
69;;;39.1033;-42.7738;0;Bottom;Copper Fill689
70;;;31.5468;-20.8282;0;Bottom;Copper Fill513
71;;;21.3614;-33.7314;0;Bottom;Copper Fill467
72;;;51.2111;-75.007;0;Bottom;Via33
73;;;91.1733;-45.39;0;Bottom;Copper Fill289
74;;;75.2729;-60.2744;0;Bottom;Copper Fill323
75;;;66.294;-8.3695;0;Bottom;Copper Fill735
76;;;84.2311;-40.717;0;Bottom;Via8
77;;;13.7414;-33.0964;0;Bottom;Copper Fill100
78;;;95.0214;-47.7014;0;Bottom;Copper Fill61
79;;;54.7624;-42.6595;0;Bottom;Copper Fill583
80;2.49k;0805 [SMD];45.7411;-15.3169;180;Top;R3
81;;;89.5858;-52.7814;0;Bottom;Copper Fill425
82;;;4.2037;-67.0054;0;Bottom;Copper Fill197
83;160;THT;55.6562;-41.352;90;Bottom;R32
84;;;11.2014;-25.4764;0;Bottom;Copper Fill115
85;;THT;12.4762;-19.127;0;Bottom;J26
86;;;48.0361;-31.192;0;Bottom;Via21
87;;;3.81;-7.6964;0;Bottom;Copper Fill551
88;;;11.2014;-15.3164;0;Bottom;Copper Fill534
89;;;86.0933;-93.3706;0;Bottom;Copper Fill715
90;;TO220 [THT];39.4002;-71.832;90;Bottom;Q7
91;;;11.2014;-10.2364;0;Bottom;Copper Fill548
92;;;44.9072;-21.0695;0;Bottom;Copper Fill651
93;;;44.9072;-21.0695;0;Bottom;Copper Fill271
94;;300 mil [THT];6.1008;-92.787;0;Bottom;D12
95;;3 mm [THT];13.7698;-89.0564;0;Bottom;LED3
96;1k;THT;22.6362;-85.167;180;Bottom;R19
97;;;5.9944;-45.8599;0;Bottom;Copper Fill720
98;;;86.1361;-60.402;0;Bottom;Via30
99;;THT;4.8562;-34.367;0;Bottom;J65
100;;;65.7733;-38.9384;0;Bottom;Copper Fill677
101;;THT;7.3962;-11.507;0;Bottom;J49
102;0.1µF;200 mil [THT, multilayer];36.6062;-39.447;-90;Bottom;C7
103;;;3.5433;-83.0836;0;Bottom;Copper Fill278
104;;3 mm [THT];63.9672;-43.2568;90;Bottom;LED7
105;;TO220 [THT];49.9412;-61.418;180;Bottom;Q6
106;;;30.226;-43.8406;0;Bottom;Copper Fill433
107;;;31.2166;-88.9764;0;Bottom;Copper Fill370
108;;;68.3133;-90.3988;0;Bottom;Copper Fill351
109;;;94.1324;-33.1599;0;Bottom;Copper Fill559
110;;;21.3614;-48.9714;0;Bottom;Copper Fill58
111;;TO220 [THT];6.14962;-88.1114;180;Bottom;Q2
112;;THT;70.8962;-69.292;0;Bottom;JP1
113;;;21.3614;-54.0514;0;Bottom;Copper Fill423
114;;;8.6614;-15.3164;0;Bottom;Copper Fill150
115;;;29.6926;-46.1012;0;Bottom;Copper Fill54
116;;;29.3116;-50.0636;0;Bottom;Copper Fill48
117;;;72.7329;-38.6844;0;Bottom;Copper Fill584
118;;;8.6614;-12.7764;0;Bottom;Copper Fill159
119;;;54.3433;-42.2404;0;Bottom;Copper Fill206
120;;;38.7096;-69.3295;0;Bottom;Copper Fill262
121;;;8.6614;-17.8564;0;Bottom;Copper Fill140
122;;;11.2014;-28.0164;0;Bottom;Copper Fill493
123;;THT;15.0162;-21.667;0;Bottom;J15
124;;;8.6614;-10.2364;0;Bottom;Copper Fill547
125;;;31.4833;-9.2204;0;Bottom;Copper Fill201
126;;THT;9.9362;-24.207;0;Bottom;J36
127;;;16.2861;-44.527;0;Bottom;Via38
128;;;82.3214;-17.5008;0;Bottom;Copper Fill143
129;;;67.6529;-36.5254;0;Bottom;Copper Fill701
130;;;79.2988;-53.01;0;Bottom;Copper Fill426
131;;;77.8129;-14.9354;0;Bottom;Copper Fill248
132;;;51.5112;-78.2068;0;Bottom;Copper Fill17
133;;;21.3614;-31.1914;0;Bottom;Copper Fill101
134;;;23.0124;-83.2995;0;Bottom;Copper Fill705
135;;;80.3529;-9.8554;0;Bottom;Copper Fill597
136;100k;THT;37.2412;-87.707;0;Bottom;R14
137;;;95.0214;-75.6414;0;Bottom;Copper Fill387
138;;;86.0933;-93.3706;0;Bottom;Copper Fill345
139;;THT;12.4762;-16.587;0;Bottom;J22
140;;;90.5129;-50.7748;0;Bottom;Copper Fill290
141;;;33.3629;-38.024;0;Bottom;Copper Fill708
142;;;42.2529;-96.7996;0;Bottom;Copper Fill656
143;;;6.1214;-7.6964;0;Bottom;Copper Fill173
144;;;84.1629;-41.2244;0;Bottom;Copper Fill587
145;;;75.3411;-59.767;0;Bottom;Via29
146;;;13.7414;-15.3164;0;Bottom;Copper Fill535
147;;;3.5052;-15.164;0;Bottom;Copper Fill531
148;;;93.5228;-93.4595;0;Bottom;Copper Fill301
149;;;43.3324;-41.3895;0;Bottom;Copper Fill580
150;;;8.6233;-49.2254;0;Bottom;Copper Fill236
151;;;21.3614;-23.5714;0;Bottom;Copper Fill117
152;;;42.4688;-41.3895;0;Bottom;Copper Fill579
153;;;69.0372;-89.6495;0;Bottom;Copper Fill726
154;;;39.8272;-42.0499;0;Bottom;Copper Fill691
155;;;1.87995;-8.91036;0;Bottom;TXT11
156;;;11.2014;-12.7764;0;Bottom;Copper Fill160
157;;;67.6529;-55.55;0;Bottom;Copper Fill652
158;;;8.6614;-22.9364;0;Bottom;Copper Fill510
159;;;73.3933;-88.9256;0;Bottom;Copper Fill327
160;;;38.4429;-91.364;0;Bottom;Copper Fill225
161;;;72.009;-20.4599;0;Bottom;Copper Fill316
162;;;13.7414;-35.6364;0;Bottom;Copper Fill464
163;;;6.1214;-25.4764;0;Bottom;Copper Fill113
164;;THT;12.4762;-34.367;0;Bottom;J29
165;;;79.0829;-21.2854;0;Bottom;Copper Fill246
166;;;22.5933;-82.8804;0;Bottom;Copper Fill703
167;;;13.7414;-35.6364;0;Bottom;Copper Fill94
168;0.1µF;200 mil [THT, multilayer];73.4362;-87.072;90;Bottom;C13
169;;;95.0214;-62.9414;0;Bottom;Copper Fill37
170;;;24.9174;-67.4499;0;Bottom;Copper Fill617
171;;;6.1214;-35.6364;0;Bottom;Copper Fill91
172;;;1.06987;-65.7167;-90;Bottom;MPX4250AP1
173;;;13.7414;-25.4764;0;Bottom;Copper Fill504
174;;;31.1658;-86.4618;0;Bottom;Copper Fill372
175;;;92.5068;-37.8716;0;Bottom;Copper Fill80
176;;TO220 [THT];53.7512;-91.136;0;Bottom;Q1
177;;;77.597;-56.4644;0;Bottom;Copper Fill407
178;;;8.6614;-33.0964;0;Bottom;Copper Fill98
179;;;24.4729;-67.8944;0;Bottom;Copper Fill615
180;;;18.8976;-71.2599;0;Bottom;Copper Fill645
181;;;13.7414;-10.2364;0;Bottom;Copper Fill549
182;;;8.6614;-30.5564;0;Bottom;Copper Fill103
183;;;13.7414;-25.4764;0;Bottom;Copper Fill116
184;;;58.674;-14.7195;0;Bottom;Copper Fill713
185;;;63.8429;-91.2624;0;Bottom;Copper Fill337
186;;;65.7733;-42.6214;0;Bottom;Copper Fill676
187;;;21.3614;-13.4114;0;Bottom;Copper Fill157
188;;;56.2229;-74.6254;0;Bottom;Copper Fill654
189;;THT;7.3962;-16.587;0;Bottom;J46
190;;;63.0428;-47.0156;0;Bottom;Copper Fill60
191;;;88.6761;-65.482;0;Bottom;Via41
192;;;8.6614;-22.9364;0;Bottom;Copper Fill123
193;;;44.1833;-37.77;0;Bottom;Copper Fill648
194;;;95.0214;-40.0814;0;Bottom;Copper Fill451
195;;;95.0214;-73.1014;0;Bottom;Copper Fill26
196;;;13.7414;-12.7764;0;Bottom;Copper Fill541
197;;;57.023;-30.3024;0;Bottom;Copper Fill485
198;;THT;7.3962;-24.207;0;Bottom;J48
199;;;75.2729;-59.3854;0;Bottom;Copper Fill700
200;;;42.2529;-8.9156;0;Bottom;Copper Fill348
201;;;38.0873;-15.5704;0;Bottom;Copper Fill332
202;;;95.0214;-75.6414;0;Bottom;Copper Fill23
203;;;11.2014;-25.4764;0;Bottom;Copper Fill503
204;;;96.8629;-24.4604;0;Bottom;Copper Fill594
205;;THT;12.4762;-36.907;0;Bottom;J23
206;;;34.417;-86.4364;0;Bottom;Copper Fill368
207;;;16.2433;-44.1454;0;Bottom;Copper Fill604
208;;;9.0424;-49.6699;0;Bottom;Copper Fill614
209;;;16.2433;-55.5754;0;Bottom;Copper Fill235
